"id";"shot_data_id";"expert_trajectory";"expert_note";"expert_p_system";"expert_suggestion";"expert_cause";"expert_err_msg";"expert_update_time"
77;92;"STRAIGHT SLICE，球先往目標直直去，尾勁往右邊飛,相對危險度比較低，還有可能留在球道上，偶而會打到OB線附近";"";"P2~3 上桿";"雖然軌道正確，但桿面是有點打開的情形下觸球，如果可以改善這個問題，距離跟方向都會更上一層樓";"球桿方向朝目標方向右邊,幾乎直球飛出漸往右邊偏去";"";"2022-12-20 21:14:22"
78;93;"STRAIGHT SLICE，球先往目標直直去，尾勁往右邊飛,相對危險度比較低，還有可能留在球道上，偶而會打到OB線附近";"";"P2~3 上桿";"雖然軌道正確，但桿面是有點打開的情形下觸球，如果可以改善這個問題，距離跟方向都會更上一層樓";"球桿方向朝目標方向右邊,幾乎直球飛出漸往右邊偏去";"";"2022-12-20 21:16:16"
79;95;"STRAIGHT SLICE，球先往目標直直去，尾勁往右邊飛,相對危險度比較低，還有可能留在球道上，偶而會打到OB線附近";"";"P2~3 上桿";"雖然軌道正確，但桿面是有點打開的情形下觸球，如果可以改善這個問題，距離跟方向都會更上一層樓";"球桿方向朝目標方向右邊,幾乎直球飛出漸往右邊偏去";"";"2022-12-20 21:17:32"
80;100;"STRAIGHT SLICE，球先往目標直直去，尾勁往右邊飛,相對危險度比較低，還有可能留在球道上，偶而會打到OB線附近";"";"P2~3 上桿";"雖然軌道正確，但桿面是有點打開的情形下觸球，如果可以改善這個問題，距離跟方向都會更上一層樓";"球桿方向朝目標方向右邊,幾乎直球飛出漸往右邊偏去";"";"2022-12-20 21:42:52"
81;102;"STRAIGHT SLICE，球先往目標直直去，尾勁往右邊飛,相對危險度比較低，還有可能留在球道上，偶而會打到OB線附近";"";"P2~3 上桿";"雖然軌道正確，但桿面是有點打開的情形下觸球，如果可以改善這個問題，距離跟方向都會更上一層樓";"球桿方向朝目標方向右邊,幾乎直球飛出漸往右邊偏去";"";"2022-12-20 21:43:46"
82;103;"一個輕微朝向左邊彎曲的擊球";"";"P2~3 上桿";"下桿時，膝關節伸直，腰部伸展，聳肩、抬頭，上臂用力導致手肘彎曲，身體重心移到腳跟";"技術純熟球員所刻意擊出的球路";"";"2022-12-20 21:44:09"
83;105;"STRAIGHT SLICE，球先往目標直直去，尾勁往右邊飛,相對危險度比較低，還有可能留在球道上，偶而會打到OB線附近";"";"P2~3 上桿";"雖然軌道正確，但桿面是有點打開的情形下觸球，如果可以改善這個問題，距離跟方向都會更上一層樓";"球桿方向朝目標方向右邊,幾乎直球飛出漸往右邊偏去";"";"2022-12-20 21:44:30"
84;107;"一個輕微朝向左邊彎曲的擊球";"";"P2~3 上桿";"下桿時，膝關節伸直，腰部伸展，聳肩、抬頭，上臂用力導致手肘彎曲，身體重心移到腳跟";"技術純熟球員所刻意擊出的球路";"";"2022-12-20 21:44:47"
85;109;"STRAIGHT SLICE，球先往目標直直去，尾勁往右邊飛,相對危險度比較低，還有可能留在球道上，偶而會打到OB線附近";"";"P2~3 上桿";"雖然軌道正確，但桿面是有點打開的情形下觸球，如果可以改善這個問題，距離跟方向都會更上一層樓";"球桿方向朝目標方向右邊,幾乎直球飛出漸往右邊偏去";"";"2022-12-20 21:45:12"
86;110;"STRAIGHT SLICE，球先往目標直直去，尾勁往右邊飛,相對危險度比較低，還有可能留在球道上，偶而會打到OB線附近";"";"P2~3 上桿";"雖然軌道正確，但桿面是有點打開的情形下觸球，如果可以改善這個問題，距離跟方向都會更上一層樓";"球桿方向朝目標方向右邊,幾乎直球飛出漸往右邊偏去";"";"2022-12-20 21:45:26"
87;111;"STRAIGHT SLICE，球先往目標直直去，尾勁往右邊飛,相對危險度比較低，還有可能留在球道上，偶而會打到OB線附近";"";"P2~3 上桿";"雖然軌道正確，但桿面是有點打開的情形下觸球，如果可以改善這個問題，距離跟方向都會更上一層樓";"球桿方向朝目標方向右邊,幾乎直球飛出漸往右邊偏去";"";"2022-12-20 21:45:54"
88;112;"STRAIGHT SLICE，球先往目標直直去，尾勁往右邊飛,相對危險度比較低，還有可能留在球道上，偶而會打到OB線附近";"";"P2~3 上桿";"雖然軌道正確，但桿面是有點打開的情形下觸球，如果可以改善這個問題，距離跟方向都會更上一層樓";"球桿方向朝目標方向右邊,幾乎直球飛出漸往右邊偏去";"";"2022-12-20 21:46:08"
89;115;"一個輕微朝向左邊彎曲的擊球";"";"P2~3 上桿";"下桿時，膝關節伸直，腰部伸展，聳肩、抬頭，上臂用力導致手肘彎曲，身體重心移到腳跟";"技術純熟球員所刻意擊出的球路";"";"2022-12-20 21:52:39"
90;116;"STRAIGHT SLICE，球先往目標直直去，尾勁往右邊飛,相對危險度比較低，還有可能留在球道上，偶而會打到OB線附近";"";"P2~3 上桿";"雖然軌道正確，但桿面是有點打開的情形下觸球，如果可以改善這個問題，距離跟方向都會更上一層樓";"球桿方向朝目標方向右邊,幾乎直球飛出漸往右邊偏去";"";"2022-12-20 21:53:52"
91;117;"STRAIGHT SLICE，球先往目標直直去，尾勁往右邊飛,相對危險度比較低，還有可能留在球道上，偶而會打到OB線附近";"";"P2~3 上桿";"雖然軌道正確，但桿面是有點打開的情形下觸球，如果可以改善這個問題，距離跟方向都會更上一層樓";"球桿方向朝目標方向右邊,幾乎直球飛出漸往右邊偏去";"";"2022-12-20 21:55:16"
92;118;"STRAIGHT SLICE，球先往目標直直去，尾勁往右邊飛,相對危險度比較低，還有可能留在球道上，偶而會打到OB線附近";"";"P2~3 上桿";"雖然軌道正確，但桿面是有點打開的情形下觸球，如果可以改善這個問題，距離跟方向都會更上一層樓";"球桿方向朝目標方向右邊,幾乎直球飛出漸往右邊偏去";"";"2022-12-20 22:08:09"
93;119;"STRAIGHT SLICE，球先往目標直直去，尾勁往右邊飛,相對危險度比較低，還有可能留在球道上，偶而會打到OB線附近";"";"P2~3 上桿";"雖然軌道正確，但桿面是有點打開的情形下觸球，如果可以改善這個問題，距離跟方向都會更上一層樓";"球桿方向朝目標方向右邊,幾乎直球飛出漸往右邊偏去";"";"2022-12-20 22:08:50"
94;121;"一個輕微朝向左邊彎曲的擊球";"";"P2~3 上桿";"下桿時，膝關節伸直，腰部伸展，聳肩、抬頭，上臂用力導致手肘彎曲，身體重心移到腳跟";"技術純熟球員所刻意擊出的球路";"";"2022-12-20 22:09:11"
95;122;"一個輕微朝向左邊彎曲的擊球";"";"P2~3 上桿";"下桿時，膝關節伸直，腰部伸展，聳肩、抬頭，上臂用力導致手肘彎曲，身體重心移到腳跟";"技術純熟球員所刻意擊出的球路";"";"2022-12-20 22:13:51"
96;123;"一個輕微朝向左邊彎曲的擊球";"";"P2~3 上桿";"下桿時，膝關節伸直，腰部伸展，聳肩、抬頭，上臂用力導致手肘彎曲，身體重心移到腳跟";"技術純熟球員所刻意擊出的球路";"";"2022-12-20 22:15:19"
97;124;"一個輕微朝向左邊彎曲的擊球";"";"P2~3 上桿";"下桿時，膝關節伸直，腰部伸展，聳肩、抬頭，上臂用力導致手肘彎曲，身體重心移到腳跟";"技術純熟球員所刻意擊出的球路";"";"2022-12-20 22:16:29"
98;125;"一個輕微朝向左邊彎曲的擊球";"";"P2~3 上桿";"下桿時，膝關節伸直，腰部伸展，聳肩、抬頭，上臂用力導致手肘彎曲，身體重心移到腳跟";"技術純熟球員所刻意擊出的球路";"";"2022-12-20 22:21:34"
99;126;"一個輕微朝向左邊彎曲的擊球";"";"P2~3 上桿";"下桿時，膝關節伸直，腰部伸展，聳肩、抬頭，上臂用力導致手肘彎曲，身體重心移到腳跟";"技術純熟球員所刻意擊出的球路";"";"2022-12-20 22:26:15"
100;127;"桿面垂直由內而內的揮桿路徑,球順著目標線筆直飛出";"";"P2~3 上桿";"優秀的高爾夫球手往往非常擅長在球落地之前保持收尾，此擊球它看起來不錯但置球點到擊球落點的距離不佳。 如果你的後腳沒有轉動，你肯定有時間在你完成並將它帶到下一個擊球時注意到並糾正它。 我堅信你的揮桿要保持良好的平衡，如果你能保持收杆，那是你能得到更好的擊球";"良好的平衡";"";"2022-12-20 22:30:38"
101;128;"桿面垂直由內而內的揮桿路徑,球順著目標線筆直飛出";"";"P2~3 上桿";"優秀的高爾夫球手往往非常擅長在球落地之前保持收尾，此擊球它看起來不錯但置球點到擊球落點的距離不佳。 如果你的後腳沒有轉動，你肯定有時間在你完成並將它帶到下一個擊球時注意到並糾正它。 我堅信你的揮桿要保持良好的平衡，如果你能保持收杆，那是你能得到更好的擊球";"良好的平衡";"";"2022-12-20 22:32:00"
102;129;"桿面垂直由內而內的揮桿路徑,球順著目標線筆直飛出";"";"P2~3 上桿";"優秀的高爾夫球手往往非常擅長在球落地之前保持收尾，此擊球它看起來不錯但置球點到擊球落點的距離不佳。 如果你的後腳沒有轉動，你肯定有時間在你完成並將它帶到下一個擊球時注意到並糾正它。 我堅信你的揮桿要保持良好的平衡，如果你能保持收杆，那是你能得到更好的擊球";"良好的平衡";"";"2022-12-20 22:33:43"
103;130;"STRAIGHT SLICE，球先往目標直直去，尾勁往右邊飛,相對危險度比較低，還有可能留在球道上，偶而會打到OB線附近";"";"P2~3 上桿";"雖然軌道正確，但桿面是有點打開的情形下觸球，如果可以改善這個問題，距離跟方向都會更上一層樓";"球桿方向朝目標方向右邊,幾乎直球飛出漸往右邊偏去";"";"2022-12-20 22:35:03"
104;131;"桿面垂直由內而內的揮桿路徑,球順著目標線筆直飛出";"";"P2~3 上桿";"優秀的高爾夫球手往往非常擅長在球落地之前保持收尾，此擊球它看起來不錯但置球點到擊球落點的距離不佳。 如果你的後腳沒有轉動，你肯定有時間在你完成並將它帶到下一個擊球時注意到並糾正它。 我堅信你的揮桿要保持良好的平衡，如果你能保持收杆，那是你能得到更好的擊球";"良好的平衡";"";"2022-12-20 22:37:10"
105;132;"桿面垂直由內而內的揮桿路徑,球順著目標線筆直飛出";"";"P2~3 上桿";"優秀的高爾夫球手往往非常擅長在球落地之前保持收尾，此擊球它看起來不錯但置球點到擊球落點的距離不佳。 如果你的後腳沒有轉動，你肯定有時間在你完成並將它帶到下一個擊球時注意到並糾正它。 我堅信你的揮桿要保持良好的平衡，如果你能保持收杆，那是你能得到更好的擊球";"良好的平衡";"";"2022-12-20 23:12:22"
106;133;"桿面垂直由內而內的揮桿路徑,球順著目標線筆直飛出";"";"P2~3 上桿";"優秀的高爾夫球手往往非常擅長在球落地之前保持收尾，此擊球它看起來不錯但置球點到擊球落點的距離不佳。 如果你的後腳沒有轉動，你肯定有時間在你完成並將它帶到下一個擊球時注意到並糾正它。 我堅信你的揮桿要保持良好的平衡，如果你能保持收杆，那是你能得到更好的擊球";"良好的平衡";"";"2022-12-20 23:12:32"
107;134;"桿面垂直由內而內的揮桿路徑,球順著目標線筆直飛出";"";"P2~3 上桿";"優秀的高爾夫球手往往非常擅長在球落地之前保持收尾，此擊球它看起來不錯但置球點到擊球落點的距離不佳。 如果你的後腳沒有轉動，你肯定有時間在你完成並將它帶到下一個擊球時注意到並糾正它。 我堅信你的揮桿要保持良好的平衡，如果你能保持收杆，那是你能得到更好的擊球";"良好的平衡";"";"2022-12-20 23:14:47"
108;135;"一個輕微朝向左邊彎曲的擊球";"";"P2~3 上桿";"下桿時，膝關節伸直，腰部伸展，聳肩、抬頭，上臂用力導致手肘彎曲，身體重心移到腳跟";"技術純熟球員所刻意擊出的球路";"";"2022-12-20 23:15:10"
109;136;"一個輕微朝向左邊彎曲的擊球";"";"P2~3 上桿";"下桿時，膝關節伸直，腰部伸展，聳肩、抬頭，上臂用力導致手肘彎曲，身體重心移到腳跟";"技術純熟球員所刻意擊出的球路";"";"2022-12-20 23:15:26"
110;137;"一個輕微朝向左邊彎曲的擊球";"";"P2~3 上桿";"下桿時，膝關節伸直，腰部伸展，聳肩、抬頭，上臂用力導致手肘彎曲，身體重心移到腳跟";"技術純熟球員所刻意擊出的球路";"";"2022-12-20 23:15:30"
111;138;"一個輕微朝向左邊彎曲的擊球";"";"P2~3 上桿";"下桿時，膝關節伸直，腰部伸展，聳肩、抬頭，上臂用力導致手肘彎曲，身體重心移到腳跟";"技術純熟球員所刻意擊出的球路";"";"2022-12-20 23:15:34"
112;139;"一個輕微朝向左邊彎曲的擊球";"";"P2~3 上桿";"下桿時，膝關節伸直，腰部伸展，聳肩、抬頭，上臂用力導致手肘彎曲，身體重心移到腳跟";"技術純熟球員所刻意擊出的球路";"";"2022-12-20 23:15:37"
113;140;"一個輕微朝向左邊彎曲的擊球";"";"P2~3 上桿";"下桿時，膝關節伸直，腰部伸展，聳肩、抬頭，上臂用力導致手肘彎曲，身體重心移到腳跟";"技術純熟球員所刻意擊出的球路";"";"2022-12-20 23:17:25"
114;141;"一個輕微朝向左邊彎曲的擊球";"";"P2~3 上桿";"下桿時，膝關節伸直，腰部伸展，聳肩、抬頭，上臂用力導致手肘彎曲，身體重心移到腳跟";"技術純熟球員所刻意擊出的球路";"";"2022-12-20 23:17:32"
115;142;"一個輕微朝向左邊彎曲的擊球";"";"P2~3 上桿";"下桿時，膝關節伸直，腰部伸展，聳肩、抬頭，上臂用力導致手肘彎曲，身體重心移到腳跟";"技術純熟球員所刻意擊出的球路";"";"2022-12-20 23:20:32"
116;143;"一個輕微朝向左邊彎曲的擊球";"";"P2~3 上桿";"下桿時，膝關節伸直，腰部伸展，聳肩、抬頭，上臂用力導致手肘彎曲，身體重心移到腳跟";"技術純熟球員所刻意擊出的球路";"";"2022-12-20 23:20:40"
